eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
197.65,14.9,149.14,9.56,571,0.018554987,0.20161946,1.4821378,-0.025429917,0.3566067,0.8078583478927612,563,144128,16858.521609306335,9224192
214.16,17.25,143.32,8.91,504,0.02675757,0.23966472,1.5091654,-0.0359169,0.3177696,0.8217300772666931,564,144384,16891.000536669046,9240576
205.75,16.28,154.45,10.3,557,0.020888327,0.21543376,1.5354491,-0.029713295,0.3044697,0.8530010730028152,565,144640,16920.399693854153,9256960
185.13,13.68,135.88,8.03,575,0.026517972,0.24914551,1.5030293,-0.03605042,0.31147173,0.8438634872436523,566,144896,16948.86895927787,9273344
215.55,16.37,157.78,10.08,586,0.026720868,0.25315347,1.4920678,-0.03150319,0.30712524,0.850516676902771,567,145152,16976.814299345016,9289728
215.94,17.59,142.5,8.62,540,0.029361216,0.26790366,1.4823489,-0.030918682,0.3570244,0.8107851445674896,568,145408,17007.150318000466,9306112
228.57,17.02,151.04,9.41,544,0.015624996,0.18343098,1.4979109,-0.025621682,0.36941656,0.8269816488027573,569,145664,17037.23676278442,9322496
223.29,17.24,142.16,8.85,571,0.021666592,0.21059163,1.4569315,-0.03143916,0.37058675,0.8277463465929031,570,145920,17065.925192162395,9338880
220.18,17.09,166.5,10.63,537,0.02352216,0.22953288,1.4804487,-0.02501505,0.34451088,0.830375999212265,571,146176,17096.392981871963,9355264
220.14,17.12,156.35,10.21,524,0.01887424,0.1919759,1.5029691,-0.030922942,0.3012195,0.8626030832529068,572,146432,17127.653624672443,9371648
211.53,16.07,142.7,8.54,583,0.025631664,0.24076335,1.5037647,-0.035192166,0.31344894,0.8455564379692078,573,146688,17155.72307365015,9388032
226.2,17.82,160.75,10.96,578,0.024313852,0.24572754,1.5136824,-0.029450603,0.31637767,0.8289114236831665,574,146944,17184.030391406268,9404416
225.27,17.87,172.25,10.93,528,0.023584858,0.22410075,1.5161924,-0.033268876,0.3456545,0.8284435421228409,575,147200,17215.048536915332,9420800
211.0,16.79,137.08,8.31,552,0.024756568,0.23732503,1.5111226,-0.031719632,0.3075973,0.8545908778905869,576,147456,17244.678178727627,9437184
228.49,17.48,150.38,9.1,565,0.0198527,0.20937093,1.4983376,-0.029170731,0.34715542,0.8240525424480438,577,147712,17273.648563813418,9453568
216.08,16.19,156.09,10.17,558,0.026320629,0.23832195,1.4816087,-0.032380518,0.3693799,0.8280305862426758,578,147968,17303.005330219865,9469952
205.53,15.82,154.75,10.1,577,0.017662236,0.19276936,1.5223287,-0.027551873,0.41550514,0.7942938506603241,579,148224,17331.358170282096,9486336
212.96,15.86,148.78,9.19,538,0.020875918,0.22568767,1.5495855,-0.026498506,0.34365758,0.8309146165847778,580,148480,17361.765252839774,9502720
197.08,15.18,168.91,11.27,546,0.017801253,0.18906657,1.518881,-0.03133277,0.35766056,0.8322641402482986,581,148736,17391.76725218445,9519104
196.04,14.96,146.08,9.4,533,0.01590247,0.19215901,1.5783938,-0.022399066,0.3787922,0.8384497165679932,582,148992,17422.474742755294,9535488
188.21,14.13,154.48,9.99,547,0.017688138,0.19425456,1.5936384,-0.028389582,0.3950359,0.8167434632778168,583,149248,17452.389351315796,9551872
196.13,15.16,156.43,10.32,569,0.024924742,0.24676514,1.5625573,-0.033989165,0.3256226,0.8421315997838974,584,149504,17481.1642299518,9568256
202.41,15.22,142.25,8.63,536,0.021355703,0.21433513,1.5728534,-0.03280445,0.36140952,0.8249592781066895,585,149760,17511.67707419023,9584640
214.35,16.45,171.96,12.35,505,0.020245994,0.21114095,1.5699524,-0.028936585,0.39418387,0.8163748979568481,586,150016,17544.078019548208,9601024
194.79,14.15,147.01,9.06,551,0.017984392,0.19816081,1.5704781,-0.028226942,0.39078155,0.8204374462366104,587,150272,17573.793503694236,9617408
212.73,16.16,147.21,9.42,553,0.01779495,0.18597412,1.5888152,-0.028154753,0.3861184,0.825930580496788,588,150528,17603.391858272254,9633792
203.46,15.5,152.74,10.12,544,0.016146729,0.1800944,1.5604807,-0.027297394,0.3750751,0.8312481641769409,589,150784,17633.456245508045,9650176
190.75,13.42,149.39,10.34,576,0.018927878,0.19694011,1.5779945,-0.031771455,0.32052717,0.845317617058754,590,151040,17661.86791877076,9666560
205.21,15.3,152.5,9.49,524,0.018413277,0.20670573,1.597393,-0.028455019,0.35433128,0.8388977944850922,591,151296,17693.114040397108,9682944
223.32,16.88,146.75,8.71,554,0.017505255,0.19995117,1.6017224,-0.027470803,0.39558104,0.8242911398410797,592,151552,17722.651570111513,9699328
193.43,14.5,151.19,9.95,529,0.02150059,0.2296753,1.5851879,-0.03265381,0.33935022,0.8385461568832397,593,151808,17753.588825553656,9715712
219.89,17.25,156.24,10.3,587,0.025408035,0.2498169,1.599897,-0.034276634,0.35134658,0.8419422954320908,594,152064,17781.494508631527,9732096
208.95,16.0,138.58,9.06,555,0.019878037,0.21838379,1.6348332,-0.027903358,0.3854744,0.8007900714874268,595,152320,17810.9997202307,9748480
